id,name,alias,address,website,phone,description
1,Công ty Công nghệ Gia Đình,"Ftech, Ftech.ai, Công nghệ gia đình, công ty gia đình, công ty công nghệ gia đình, Family Technology Company Limited","Hà Nội, Đà Nẵng, Hồ Chí Minh",https://ftech.ai/,2436616333,"Công ty TNHH Công Nghệ Gia Đình (FTECH) được thành lập từ tháng 1.2019 – là công ty công nghệ đầu tư nghiên cứu chuyên sâu về lĩnh vực AI, trò chơi điện tử, trí tuệ nhân tạo với quy mô hiện tại là hơn 400 nhân sự bao gồm các kỹ sư, chuyên gia hàng đầu về nghiên cứu và xây dựng các giải pháp công nghệ phục vụ hệ sinh thái gia đình (Family Technology) bao gồm: giải trí (Game), giáo dục (Education), thương mại điện tử (Ecommerce), y tế (Health), giao tiếp xã hội (Social), ...
"
